UMAd10011	μεγαλόψυχα	Adverb
UMAd10015	μεγάλως	Adverb
UMAd10040	μειονεκτικά	Adverb
UMAd10075	μελοδραματικά	Adverb
UMAd10109	μεροληπτικά	Adverb
UMAd10133	μεσολαβητικά	Adverb
UMAd10140	μεσοπέλαγα	Adverb
UMAd1026	αναιδώς	Adverb
UMAd1027	αναίμακτα	Adverb
UMAd10282	μετοχικά	Adverb
